#  n_B[fm^{-3}] 	 P[dyn/cm^2] 	 rho[g/cm^3] 
  9.711E-04 	   1.685E+30 	   1.628E+12
  9.883E-04 	   1.715E+30 	   1.656E+12
  1.006E-03 	   1.745E+30 	   1.686E+12
  1.024E-03 	   1.777E+30 	   1.716E+12
  1.042E-03 	   1.809E+30 	   1.746E+12
  1.060E-03 	   1.842E+30 	   1.777E+12
  1.079E-03 	   1.876E+30 	   1.808E+12
  1.098E-03 	   1.910E+30 	   1.840E+12
  1.117E-03 	   1.946E+30 	   1.873E+12
  1.137E-03 	   1.982E+30 	   1.906E+12
  1.157E-03 	   2.019E+30 	   1.940E+12
  1.178E-03 	   2.057E+30 	   1.974E+12
  1.198E-03 	   2.096E+30 	   2.009E+12
  1.220E-03 	   2.136E+30 	   2.045E+12
  1.241E-03 	   2.177E+30 	   2.081E+12
  1.263E-03 	   2.219E+30 	   2.118E+12
  1.285E-03 	   2.262E+30 	   2.155E+12
  1.308E-03 	   2.305E+30 	   2.193E+12
  1.331E-03 	   2.350E+30 	   2.232E+12
  1.355E-03 	   2.396E+30 	   2.272E+12
  1.379E-03 	   2.443E+30 	   2.312E+12
  1.403E-03 	   2.491E+30 	   2.353E+12
  1.428E-03 	   2.540E+30 	   2.395E+12
  1.453E-03 	   2.591E+30 	   2.437E+12
  1.479E-03 	   2.643E+30 	   2.480E+12
  1.505E-03 	   2.695E+30 	   2.524E+12
  1.532E-03 	   2.749E+30 	   2.569E+12
  1.559E-03 	   2.805E+30 	   2.614E+12
  1.586E-03 	   2.861E+30 	   2.661E+12
  1.614E-03 	   2.919E+30 	   2.708E+12
  1.643E-03 	   2.979E+30 	   2.756E+12
  1.672E-03 	   3.040E+30 	   2.804E+12
  1.702E-03 	   3.102E+30 	   2.854E+12
  1.732E-03 	   3.166E+30 	   2.905E+12
  1.762E-03 	   3.231E+30 	   2.956E+12
  1.793E-03 	   3.298E+30 	   3.008E+12
  1.825E-03 	   3.366E+30 	   3.062E+12
  1.857E-03 	   3.436E+30 	   3.116E+12
  1.890E-03 	   3.508E+30 	   3.171E+12
  1.924E-03 	   3.581E+30 	   3.227E+12
  1.958E-03 	   3.656E+30 	   3.284E+12
  1.992E-03 	   3.733E+30 	   3.342E+12
  2.027E-03 	   3.812E+30 	   3.402E+12
  2.063E-03 	   3.892E+30 	   3.462E+12
  2.100E-03 	   3.975E+30 	   3.523E+12
  2.137E-03 	   4.059E+30 	   3.586E+12
  2.175E-03 	   4.146E+30 	   3.649E+12
  2.213E-03 	   4.235E+30 	   3.714E+12
  2.252E-03 	   4.325E+30 	   3.779E+12
  2.292E-03 	   4.418E+30 	   3.846E+12
  2.333E-03 	   4.513E+30 	   3.914E+12
  2.374E-03 	   4.611E+30 	   3.984E+12
  2.416E-03 	   4.711E+30 	   4.054E+12
  2.459E-03 	   4.813E+30 	   4.126E+12
  2.502E-03 	   4.918E+30 	   4.199E+12
  2.546E-03 	   5.025E+30 	   4.273E+12
  2.591E-03 	   5.135E+30 	   4.349E+12
  2.637E-03 	   5.247E+30 	   4.426E+12
  2.684E-03 	   5.363E+30 	   4.504E+12
  2.731E-03 	   5.481E+30 	   4.584E+12
  2.779E-03 	   5.602E+30 	   4.665E+12
  2.829E-03 	   5.726E+30 	   4.748E+12
  2.879E-03 	   5.853E+30 	   4.832E+12
  2.929E-03 	   5.983E+30 	   4.918E+12
  2.981E-03 	   6.116E+30 	   5.005E+12
  3.034E-03 	   6.252E+30 	   5.093E+12
  3.088E-03 	   6.392E+30 	   5.184E+12
  3.142E-03 	   6.535E+30 	   5.275E+12
  3.198E-03 	   6.682E+30 	   5.369E+12
  3.254E-03 	   6.833E+30 	   5.464E+12
  3.312E-03 	   6.987E+30 	   5.561E+12
  3.370E-03 	   7.145E+30 	   5.659E+12
  3.430E-03 	   7.307E+30 	   5.759E+12
  3.491E-03 	   7.473E+30 	   5.861E+12
  3.552E-03 	   7.643E+30 	   5.965E+12
  3.615E-03 	   7.817E+30 	   6.071E+12
  3.679E-03 	   7.995E+30 	   6.178E+12
  3.744E-03 	   8.178E+30 	   6.287E+12
  3.810E-03 	   8.366E+30 	   6.399E+12
  3.878E-03 	   8.558E+30 	   6.512E+12
  3.946E-03 	   8.755E+30 	   6.627E+12
  4.016E-03 	   8.957E+30 	   6.745E+12
  4.087E-03 	   9.164E+30 	   6.864E+12
  4.159E-03 	   9.376E+30 	   6.986E+12
  4.233E-03 	   9.593E+30 	   7.109E+12
  4.308E-03 	   9.816E+30 	   7.235E+12
  4.384E-03 	   1.004E+31 	   7.363E+12
  4.461E-03 	   1.028E+31 	   7.494E+12
  4.540E-03 	   1.052E+31 	   7.626E+12
  4.620E-03 	   1.077E+31 	   7.762E+12
  4.702E-03 	   1.102E+31 	   7.899E+12
  4.785E-03 	   1.128E+31 	   8.039E+12
  4.870E-03 	   1.154E+31 	   8.181E+12
  4.956E-03 	   1.181E+31 	   8.326E+12
  5.044E-03 	   1.209E+31 	   8.473E+12
  5.133E-03 	   1.238E+31 	   8.624E+12
  5.224E-03 	   1.267E+31 	   8.776E+12
  5.316E-03 	   1.297E+31 	   8.932E+12
  5.410E-03 	   1.328E+31 	   9.090E+12
  5.505E-03 	   1.359E+31 	   9.251E+12
  5.603E-03 	   1.392E+31 	   9.414E+12
  5.702E-03 	   1.425E+31 	   9.581E+12
  5.803E-03 	   1.459E+31 	   9.751E+12
  5.905E-03 	   1.494E+31 	   9.924E+12
  6.010E-03 	   1.530E+31 	   1.010E+13
  6.116E-03 	   1.566E+31 	   1.028E+13
  6.224E-03 	   1.604E+31 	   1.046E+13
  6.334E-03 	   1.642E+31 	   1.065E+13
  6.446E-03 	   1.682E+31 	   1.083E+13
  6.560E-03 	   1.723E+31 	   1.103E+13
  6.676E-03 	   1.764E+31 	   1.122E+13
  6.794E-03 	   1.807E+31 	   1.142E+13
  6.914E-03 	   1.850E+31 	   1.162E+13
  7.036E-03 	   1.895E+31 	   1.183E+13
  7.161E-03 	   1.941E+31 	   1.204E+13
  7.287E-03 	   1.988E+31 	   1.225E+13
  7.416E-03 	   2.036E+31 	   1.247E+13
  7.547E-03 	   2.086E+31 	   1.269E+13
  7.681E-03 	   2.136E+31 	   1.291E+13
  7.817E-03 	   2.188E+31 	   1.314E+13
  7.955E-03 	   2.241E+31 	   1.337E+13
  8.095E-03 	   2.296E+31 	   1.361E+13
  8.238E-03 	   2.352E+31 	   1.385E+13
  8.384E-03 	   2.409E+31 	   1.410E+13
  8.532E-03 	   2.468E+31 	   1.435E+13
  8.683E-03 	   2.528E+31 	   1.460E+13
  8.837E-03 	   2.590E+31 	   1.486E+13
  8.993E-03 	   2.653E+31 	   1.512E+13
  9.152E-03 	   2.718E+31 	   1.539E+13
  9.314E-03 	   2.784E+31 	   1.566E+13
  9.478E-03 	   2.852E+31 	   1.594E+13
  9.646E-03 	   2.922E+31 	   1.622E+13
  9.816E-03 	   2.994E+31 	   1.651E+13
  9.990E-03 	   3.067E+31 	   1.680E+13
  1.017E-02 	   3.142E+31 	   1.710E+13
  1.035E-02 	   3.218E+31 	   1.740E+13
  1.053E-02 	   3.297E+31 	   1.771E+13
  1.072E-02 	   3.378E+31 	   1.802E+13
  1.090E-02 	   3.460E+31 	   1.834E+13
  1.110E-02 	   3.545E+31 	   1.867E+13
  1.129E-02 	   3.631E+31 	   1.900E+13
  1.149E-02 	   3.720E+31 	   1.933E+13
  1.170E-02 	   3.811E+31 	   1.968E+13
  1.190E-02 	   3.904E+31 	   2.002E+13
  1.211E-02 	   3.999E+31 	   2.038E+13
  1.233E-02 	   4.096E+31 	   2.074E+13
  1.255E-02 	   4.196E+31 	   2.111E+13
  1.277E-02 	   4.298E+31 	   2.148E+13
  1.299E-02 	   4.402E+31 	   2.186E+13
  1.322E-02 	   4.509E+31 	   2.225E+13
  1.346E-02 	   4.619E+31 	   2.264E+13
  1.369E-02 	   4.731E+31 	   2.304E+13
  1.394E-02 	   4.845E+31 	   2.345E+13
  1.418E-02 	   4.962E+31 	   2.387E+13
  1.443E-02 	   5.082E+31 	   2.429E+13
  1.469E-02 	   5.205E+31 	   2.472E+13
  1.495E-02 	   5.330E+31 	   2.516E+13
  1.521E-02 	   5.458E+31 	   2.560E+13
  1.548E-02 	   5.590E+31 	   2.606E+13
  1.575E-02 	   5.724E+31 	   2.652E+13
  1.603E-02 	   5.861E+31 	   2.699E+13
  1.632E-02 	   6.001E+31 	   2.747E+13
  1.660E-02 	   6.144E+31 	   2.795E+13
  1.690E-02 	   6.291E+31 	   2.845E+13
  1.720E-02 	   6.441E+31 	   2.895E+13
  1.750E-02 	   6.594E+31 	   2.946E+13
  1.781E-02 	   6.750E+31 	   2.998E+13
  1.812E-02 	   6.910E+31 	   3.052E+13
  1.844E-02 	   7.074E+31 	   3.106E+13
  1.877E-02 	   7.241E+31 	   3.161E+13
  1.910E-02 	   7.411E+31 	   3.217E+13
  1.944E-02 	   7.585E+31 	   3.273E+13
  1.978E-02 	   7.764E+31 	   3.331E+13
  2.013E-02 	   7.945E+31 	   3.390E+13
  2.049E-02 	   8.131E+31 	   3.450E+13
  2.085E-02 	   8.321E+31 	   3.512E+13
  2.122E-02 	   8.515E+31 	   3.574E+13
  2.159E-02 	   8.713E+31 	   3.637E+13
  2.197E-02 	   8.915E+31 	   3.701E+13
  2.236E-02 	   9.122E+31 	   3.767E+13
  2.276E-02 	   9.333E+31 	   3.834E+13
  2.316E-02 	   9.549E+31 	   3.902E+13
  2.357E-02 	   9.769E+31 	   3.971E+13
  2.398E-02 	   9.994E+31 	   4.041E+13
  2.441E-02 	   1.022E+32 	   4.112E+13
  2.484E-02 	   1.046E+32 	   4.185E+13
  2.528E-02 	   1.070E+32 	   4.259E+13
  2.572E-02 	   1.094E+32 	   4.335E+13
  2.618E-02 	   1.119E+32 	   4.412E+13
  2.664E-02 	   1.145E+32 	   4.490E+13
  2.711E-02 	   1.171E+32 	   4.569E+13
  2.759E-02 	   1.198E+32 	   4.650E+13
  2.808E-02 	   1.225E+32 	   4.732E+13
  2.857E-02 	   1.253E+32 	   4.816E+13
  2.908E-02 	   1.282E+32 	   4.901E+13
  2.959E-02 	   1.311E+32 	   4.988E+13
  3.011E-02 	   1.341E+32 	   5.077E+13
  3.065E-02 	   1.372E+32 	   5.167E+13
  3.119E-02 	   1.403E+32 	   5.258E+13
  3.174E-02 	   1.435E+32 	   5.351E+13
  3.230E-02 	   1.468E+32 	   5.446E+13
  3.287E-02 	   1.502E+32 	   5.542E+13
  3.345E-02 	   1.536E+32 	   5.640E+13
  3.404E-02 	   1.571E+32 	   5.740E+13
  3.464E-02 	   1.608E+32 	   5.842E+13
  3.525E-02 	   1.645E+32 	   5.945E+13
  3.587E-02 	   1.683E+32 	   6.051E+13
  3.651E-02 	   1.722E+32 	   6.158E+13
  3.715E-02 	   1.762E+32 	   6.267E+13
  3.781E-02 	   1.804E+32 	   6.378E+13
  3.847E-02 	   1.846E+32 	   6.491E+13
  3.915E-02 	   1.890E+32 	   6.606E+13
  3.984E-02 	   1.935E+32 	   6.723E+13
  4.055E-02 	   1.981E+32 	   6.842E+13
  4.126E-02 	   2.029E+32 	   6.963E+13
  4.199E-02 	   2.078E+32 	   7.086E+13
  4.273E-02 	   2.129E+32 	   7.212E+13
  4.349E-02 	   2.181E+32 	   7.339E+13
  4.425E-02 	   2.235E+32 	   7.469E+13
  4.503E-02 	   2.290E+32 	   7.601E+13
  4.583E-02 	   2.348E+32 	   7.736E+13
  4.664E-02 	   2.407E+32 	   7.873E+13
  4.746E-02 	   2.469E+32 	   8.012E+13
  4.830E-02 	   2.532E+32 	   8.154E+13
  4.915E-02 	   2.598E+32 	   8.299E+13
  5.002E-02 	   2.666E+32 	   8.446E+13
  5.090E-02 	   2.737E+32 	   8.595E+13
  5.180E-02 	   2.810E+32 	   8.747E+13
  5.271E-02 	   2.886E+32 	   8.902E+13
  5.364E-02 	   2.966E+32 	   9.060E+13
  5.458E-02 	   3.048E+32 	   9.220E+13
  5.555E-02 	   3.133E+32 	   9.384E+13
  5.653E-02 	   3.222E+32 	   9.550E+13
  5.752E-02 	   3.314E+32 	   9.719E+13
  5.854E-02 	   3.411E+32 	   9.891E+13
  5.957E-02 	   3.511E+32 	   1.007E+14
  6.062E-02 	   3.615E+32 	   1.024E+14
  6.169E-02 	   3.724E+32 	   1.043E+14
  6.277E-02 	   3.838E+32 	   1.061E+14
  6.388E-02 	   3.957E+32 	   1.080E+14
  6.501E-02 	   4.081E+32 	   1.099E+14
  6.615E-02 	   4.210E+32 	   1.118E+14
  6.732E-02 	   4.346E+32 	   1.138E+14
  6.850E-02 	   4.487E+32 	   1.158E+14
  6.971E-02 	   4.636E+32 	   1.179E+14
  7.094E-02 	   4.791E+32 	   1.200E+14
  7.219E-02 	   4.953E+32 	   1.221E+14
  7.346E-02 	   5.124E+32 	   1.243E+14
  7.475E-02 	   5.302E+32 	   1.265E+14
  7.607E-02 	   5.489E+32 	   1.287E+14
  7.741E-02 	   5.685E+32 	   1.310E+14
  7.877E-02 	   5.891E+32 	   1.333E+14
  8.016E-02 	   6.107E+32 	   1.357E+14
  8.157E-02 	   6.334E+32 	   1.381E+14
  8.301E-02 	   6.572E+32 	   1.405E+14
  8.447E-02 	   6.823E+32 	   1.430E+14
  8.595E-02 	   7.086E+32 	   1.455E+14
  8.747E-02 	   7.362E+32 	   1.481E+14
  8.901E-02 	   7.653E+32 	   1.507E+14
  9.057E-02 	   7.959E+32 	   1.534E+14
  9.216E-02 	   8.281E+32 	   1.561E+14
  9.379E-02 	   8.620E+32 	   1.589E+14
  9.544E-02 	   8.976E+32 	   1.617E+14
  9.711E-02 	   9.352E+32 	   1.645E+14
  9.882E-02 	   9.747E+32 	   1.675E+14
  1.006E-01 	   1.016E+33 	   1.704E+14
  1.023E-01 	   1.060E+33 	   1.734E+14
  1.041E-01 	   1.106E+33 	   1.765E+14
  1.060E-01 	   1.155E+33 	   1.796E+14
  1.078E-01 	   1.207E+33 	   1.828E+14
  1.097E-01 	   1.261E+33 	   1.861E+14
  1.116E-01 	   1.318E+33 	   1.894E+14
  1.136E-01 	   1.378E+33 	   1.927E+14
  1.156E-01 	   1.441E+33 	   1.961E+14
  1.176E-01 	   1.508E+33 	   1.996E+14
  1.197E-01 	   1.579E+33 	   2.031E+14
  1.218E-01 	   1.653E+33 	   2.067E+14
  1.239E-01 	   1.732E+33 	   2.104E+14
  1.261E-01 	   1.815E+33 	   2.141E+14
  1.283E-01 	   1.903E+33 	   2.179E+14
  1.306E-01 	   1.995E+33 	   2.218E+14
  1.328E-01 	   2.092E+33 	   2.257E+14
  1.352E-01 	   2.195E+33 	   2.297E+14
  1.375E-01 	   2.304E+33 	   2.337E+14
  1.399E-01 	   2.419E+33 	   2.379E+14
  1.424E-01 	   2.540E+33 	   2.421E+14
  1.449E-01 	   2.667E+33 	   2.464E+14
  1.474E-01 	   2.802E+33 	   2.507E+14
  1.500E-01 	   2.944E+33 	   2.552E+14
  1.526E-01 	   3.094E+33 	   2.597E+14
  1.553E-01 	   3.253E+33 	   2.643E+14
  1.580E-01 	   3.420E+33 	   2.690E+14
  1.608E-01 	   3.597E+33 	   2.737E+14
  1.636E-01 	   3.783E+33 	   2.786E+14
  1.664E-01 	   3.980E+33 	   2.835E+14
  1.693E-01 	   4.187E+33 	   2.885E+14
  1.723E-01 	   4.406E+33 	   2.937E+14
  1.753E-01 	   4.637E+33 	   2.989E+14
  1.783E-01 	   4.881E+33 	   3.041E+14
  1.814E-01 	   5.138E+33 	   3.095E+14
  1.846E-01 	   5.409E+33 	   3.150E+14
  1.878E-01 	   5.696E+33 	   3.206E+14
  1.910E-01 	   5.997E+33 	   3.263E+14
  1.944E-01 	   6.315E+33 	   3.320E+14
  1.977E-01 	   6.651E+33 	   3.379E+14
  2.012E-01 	   7.005E+33 	   3.439E+14
  2.046E-01 	   7.378E+33 	   3.500E+14
  2.082E-01 	   7.771E+33 	   3.562E+14
  2.118E-01 	   8.185E+33 	   3.625E+14
  2.155E-01 	   8.621E+33 	   3.689E+14
  2.192E-01 	   9.081E+33 	   3.755E+14
  2.230E-01 	   9.566E+33 	   3.821E+14
  2.268E-01 	   1.008E+34 	   3.889E+14
  2.307E-01 	   1.061E+34 	   3.958E+14
  2.347E-01 	   1.118E+34 	   4.028E+14
  2.387E-01 	   1.178E+34 	   4.099E+14
  2.428E-01 	   1.240E+34 	   4.172E+14
  2.470E-01 	   1.306E+34 	   4.245E+14
  2.512E-01 	   1.376E+34 	   4.321E+14
  2.555E-01 	   1.449E+34 	   4.397E+14
  2.599E-01 	   1.526E+34 	   4.475E+14
  2.643E-01 	   1.606E+34 	   4.554E+14
  2.688E-01 	   1.691E+34 	   4.635E+14
  2.734E-01 	   1.781E+34 	   4.717E+14
  2.780E-01 	   1.875E+34 	   4.800E+14
  2.828E-01 	   1.973E+34 	   4.885E+14
  2.875E-01 	   2.077E+34 	   4.972E+14
  2.924E-01 	   2.186E+34 	   5.060E+14
  2.974E-01 	   2.300E+34 	   5.150E+14
  3.024E-01 	   2.420E+34 	   5.241E+14
  3.075E-01 	   2.546E+34 	   5.334E+14
  3.126E-01 	   2.679E+34 	   5.428E+14
  3.179E-01 	   2.817E+34 	   5.524E+14
  3.232E-01 	   2.963E+34 	   5.622E+14
  3.286E-01 	   3.116E+34 	   5.721E+14
  3.341E-01 	   3.276E+34 	   5.823E+14
  3.397E-01 	   3.444E+34 	   5.926E+14
  3.453E-01 	   3.620E+34 	   6.031E+14
  3.511E-01 	   3.804E+34 	   6.138E+14
  3.569E-01 	   3.997E+34 	   6.246E+14
  3.628E-01 	   4.200E+34 	   6.357E+14
  3.688E-01 	   4.411E+34 	   6.469E+14
  3.748E-01 	   4.633E+34 	   6.584E+14
  3.810E-01 	   4.865E+34 	   6.701E+14
  3.872E-01 	   5.108E+34 	   6.819E+14
  3.936E-01 	   5.363E+34 	   6.940E+14
  4.000E-01 	   5.628E+34 	   7.063E+14
  4.065E-01 	   5.906E+34 	   7.188E+14
  4.130E-01 	   6.197E+34 	   7.315E+14
  4.197E-01 	   6.501E+34 	   7.445E+14
  4.265E-01 	   6.818E+34 	   7.576E+14
  4.333E-01 	   7.149E+34 	   7.711E+14
  4.403E-01 	   7.495E+34 	   7.847E+14
  4.473E-01 	   7.857E+34 	   7.986E+14
  4.544E-01 	   8.234E+34 	   8.128E+14
  4.617E-01 	   8.628E+34 	   8.271E+14
  4.690E-01 	   9.039E+34 	   8.418E+14
  4.764E-01 	   9.467E+34 	   8.567E+14
  4.839E-01 	   9.914E+34 	   8.719E+14
  4.914E-01 	   1.038E+35 	   8.873E+14
  4.991E-01 	   1.087E+35 	   9.030E+14
  5.069E-01 	   1.137E+35 	   9.190E+14
  5.147E-01 	   1.190E+35 	   9.353E+14
  5.227E-01 	   1.245E+35 	   9.518E+14
  5.307E-01 	   1.302E+35 	   9.687E+14
  5.389E-01 	   1.361E+35 	   9.858E+14
  5.471E-01 	   1.423E+35 	   1.003E+15
  5.554E-01 	   1.488E+35 	   1.021E+15
  5.639E-01 	   1.555E+35 	   1.039E+15
  5.724E-01 	   1.625E+35 	   1.058E+15
  5.810E-01 	   1.697E+35 	   1.076E+15
  5.897E-01 	   1.772E+35 	   1.095E+15
  5.985E-01 	   1.851E+35 	   1.115E+15
  6.074E-01 	   1.932E+35 	   1.134E+15
  6.163E-01 	   2.016E+35 	   1.155E+15
  6.254E-01 	   2.104E+35 	   1.175E+15
  6.346E-01 	   2.195E+35 	   1.196E+15
  6.438E-01 	   2.290E+35 	   1.217E+15
  6.532E-01 	   2.388E+35 	   1.239E+15
  6.626E-01 	   2.490E+35 	   1.260E+15
  6.722E-01 	   2.595E+35 	   1.283E+15
  6.818E-01 	   2.704E+35 	   1.305E+15
  6.915E-01 	   2.818E+35 	   1.329E+15
  7.013E-01 	   2.935E+35 	   1.352E+15
  7.112E-01 	   3.057E+35 	   1.376E+15
  7.212E-01 	   3.183E+35 	   1.400E+15
  7.313E-01 	   3.314E+35 	   1.425E+15
  7.415E-01 	   3.449E+35 	   1.450E+15
  7.518E-01 	   3.589E+35 	   1.476E+15
  7.621E-01 	   3.734E+35 	   1.502E+15
  7.726E-01 	   3.884E+35 	   1.529E+15
  7.831E-01 	   4.039E+35 	   1.556E+15
  7.937E-01 	   4.199E+35 	   1.584E+15
  8.045E-01 	   4.365E+35 	   1.612E+15
  8.153E-01 	   4.536E+35 	   1.640E+15
  8.262E-01 	   4.713E+35 	   1.669E+15
  8.372E-01 	   4.896E+35 	   1.699E+15
  8.482E-01 	   5.084E+35 	   1.729E+15
  8.594E-01 	   5.279E+35 	   1.759E+15
  8.706E-01 	   5.481E+35 	   1.791E+15
  8.820E-01 	   5.689E+35 	   1.822E+15
  8.934E-01 	   5.903E+35 	   1.854E+15
  9.049E-01 	   6.124E+35 	   1.887E+15
  9.165E-01 	   6.352E+35 	   1.921E+15
  9.282E-01 	   6.588E+35 	   1.955E+15
  9.400E-01 	   6.830E+35 	   1.989E+15
  9.519E-01 	   7.080E+35 	   2.025E+15
  9.638E-01 	   7.338E+35 	   2.060E+15
  9.759E-01 	   7.604E+35 	   2.097E+15
  9.880E-01 	   7.877E+35 	   2.134E+15
  1.000E+00 	   8.159E+35 	   2.172E+15
  1.012E+00 	   8.449E+35 	   2.210E+15
  1.025E+00 	   8.748E+35 	   2.249E+15
  1.037E+00 	   9.055E+35 	   2.289E+15
  1.050E+00 	   9.371E+35 	   2.330E+15
  1.063E+00 	   9.697E+35 	   2.371E+15
  1.075E+00 	   1.003E+36 	   2.413E+15
  1.088E+00 	   1.038E+36 	   2.456E+15
  1.101E+00 	   1.073E+36 	   2.499E+15
  1.114E+00 	   1.109E+36 	   2.543E+15
  1.127E+00 	   1.147E+36 	   2.589E+15
  1.140E+00 	   1.185E+36 	   2.634E+15
  1.154E+00 	   1.225E+36 	   2.681E+15
  1.167E+00 	   1.265E+36 	   2.728E+15
  1.180E+00 	   1.307E+36 	   2.777E+15
  1.194E+00 	   1.349E+36 	   2.826E+15
  1.207E+00 	   1.393E+36 	   2.876E+15
  1.221E+00 	   1.438E+36 	   2.927E+15
  1.235E+00 	   1.484E+36 	   2.979E+15
  1.249E+00 	   1.532E+36 	   3.032E+15
  1.263E+00 	   1.580E+36 	   3.085E+15
  1.277E+00 	   1.630E+36 	   3.140E+15
  1.291E+00 	   1.681E+36 	   3.195E+15
  1.305E+00 	   1.734E+36 	   3.252E+15
  1.320E+00 	   1.787E+36 	   3.310E+15
  1.334E+00 	   1.843E+36 	   3.368E+15
  1.349E+00 	   1.899E+36 	   3.428E+15
  1.363E+00 	   1.957E+36 	   3.489E+15
  1.378E+00 	   2.016E+36 	   3.550E+15
  1.393E+00 	   2.076E+36 	   3.613E+15
  1.408E+00 	   2.139E+36 	   3.677E+15
  1.423E+00 	   2.202E+36 	   3.742E+15
  1.438E+00 	   2.267E+36 	   3.808E+15
  1.453E+00 	   2.334E+36 	   3.876E+15
  1.468E+00 	   2.402E+36 	   3.945E+15
  1.484E+00 	   2.471E+36 	   4.014E+15
  1.499E+00 	   2.543E+36 	   4.085E+15
  1.515E+00 	   2.616E+36 	   4.158E+15
  1.530E+00 	   2.690E+36 	   4.231E+15
  1.546E+00 	   2.766E+36 	   4.306E+15
  1.562E+00 	   2.844E+36 	   4.383E+15
  1.578E+00 	   2.924E+36 	   4.460E+15
  1.594E+00 	   3.005E+36 	   4.539E+15
  1.611E+00 	   3.088E+36 	   4.620E+15
  1.627E+00 	   3.173E+36 	   4.701E+15
  1.643E+00 	   3.260E+36 	   4.785E+15
  1.660E+00 	   3.349E+36 	   4.869E+15
  1.677E+00 	   3.439E+36 	   4.956E+15
  1.693E+00 	   3.532E+36 	   5.043E+15
  1.710E+00 	   3.626E+36 	   5.133E+15
  1.727E+00 	   3.722E+36 	   5.223E+15
  1.744E+00 	   3.821E+36 	   5.316E+15
  1.762E+00 	   3.921E+36 	   5.410E+15
  1.779E+00 	   4.024E+36 	   5.506E+15
  1.797E+00 	   4.128E+36 	   5.603E+15
  1.814E+00 	   4.235E+36 	   5.703E+15
  1.832E+00 	   4.343E+36 	   5.804E+15
  1.850E+00 	   4.454E+36 	   5.906E+15
  1.868E+00 	   4.567E+36 	   6.011E+15
  1.886E+00 	   4.683E+36 	   6.117E+15
  1.904E+00 	   4.800E+36 	   6.226E+15
  1.922E+00 	   4.920E+36 	   6.336E+15
  1.941E+00 	   5.042E+36 	   6.448E+15
  1.960E+00 	   5.167E+36 	   6.562E+15
  1.978E+00 	   5.294E+36 	   6.678E+15
  1.997E+00 	   5.423E+36 	   6.797E+15
  2.016E+00 	   5.555E+36 	   6.917E+15
  2.035E+00 	   5.689E+36 	   7.040E+15
  2.055E+00 	   5.826E+36 	   7.164E+15
  2.074E+00 	   5.965E+36 	   7.291E+15
  2.094E+00 	   6.107E+36 	   7.420E+15
  2.113E+00 	   6.251E+36 	   7.552E+15
  2.133E+00 	   6.398E+36 	   7.685E+15
  2.153E+00 	   6.548E+36 	   7.821E+15
  2.173E+00 	   6.700E+36 	   7.960E+15
  2.193E+00 	   6.856E+36 	   8.101E+15
  2.214E+00 	   7.014E+36 	   8.244E+15
  2.234E+00 	   7.174E+36 	   8.390E+15
  2.255E+00 	   7.338E+36 	   8.539E+15
  2.276E+00 	   7.504E+36 	   8.690E+15
  2.297E+00 	   7.674E+36 	   8.844E+15
  2.318E+00 	   7.846E+36 	   9.000E+15
  2.339E+00 	   8.021E+36 	   9.160E+15
  2.361E+00 	   8.199E+36 	   9.322E+15
  2.383E+00 	   8.381E+36 	   9.487E+15
  2.404E+00 	   8.565E+36 	   9.655E+15
  2.426E+00 	   8.753E+36 	   9.826E+15
  2.448E+00 	   8.944E+36 	   1.000E+16
